id,year,month,zip_code,consumption_MW,number_of_accounts,category
3392,2019,11,12306,"5,254.36","1,030",3
3393,2019,10,13208,"5,358.01",857,3
3394,2019,11,12033,"1,184.87",486,3
3395,2019,11,12989,16.4,47,3
3396,2019,11,14787,21.616,29,3
3397,2019,12,12815,83.295,112,3
3398,2019,11,12821,39.294,27,3
3399,2019,11,12170,25.14,25,3
3400,2019,11,14008,27.76,40,3
3401,2019,10,13304,638.422,154,3
3402,2019,11,13633,2.248,9,3
3403,2019,11,13028,76.067,60,3
3404,2019,10,14479,4.682,9,3
3405,2019,11,12059,73.603,64,3
3406,2019,10,12953,"4,597.42",697,3
3407,2019,10,13486,65.138,37,3
3408,2019,11,13051,3.636,7,3
3409,2019,11,12106,359.972,147,3
3410,2019,10,14143,382.524,59,3
3411,2019,12,12523,69.113,112,3
3412,2019,10,13622,218.683,137,3
3413,2019,11,14103,"8,448.23",504,3
3414,2019,11,12072,739.986,173,3
3415,2019,10,14217,"3,757.10",807,3
3416,2019,10,13327,149.602,114,3
3417,2019,12,12085,"1,191.18",100,3
3418,2019,10,13357,25.052,43,3
3419,2019,11,14048,"11,406.10",851,3
3420,2019,11,12953,"4,489.12",698,3
3421,2019,11,12974,57.825,61,3
3422,2019,12,12209,"1,515.51",291,3
3423,2019,10,14204,"4,647.67",454,3
3424,2019,12,12170,42.634,26,3
3425,2019,10,14571,123.053,110,3
3426,2019,12,12835,96.998,147,3
3427,2019,11,12036,2.787,11,3
3428,2019,12,12089,128.531,40,3
3429,2019,11,12211,"5,708.80",316,3
3430,2019,12,12837,5.498,16,3
3431,2019,10,14485,410.694,197,3
3432,2019,10,13633,1.69,9,3
3433,2019,11,14108,682.299,192,3
3434,2019,12,12064,20.273,23,3
3435,2019,11,13204,"9,191.47","1,077",3
3436,2019,10,14058,643.165,207,3
3437,2019,12,12095,"9,161.72",728,3
3438,2019,12,12053,291.05,150,3
3439,2019,10,13031,"4,004.32",628,3
3440,2019,11,13290,"2,188.08",55,3
3441,2019,10,13312,23.58,26,3
3442,2019,11,14201,"3,420.65",578,3
3443,2019,10,13202,"16,520.68",893,3
3444,2019,11,12930,20.767,25,3
3445,2019,12,12137,69.149,78,3
3446,2019,10,14208,"2,123.52",192,3
3447,2019,10,12980,108.306,53,3
3448,2019,11,12084,"1,646.54",369,3
3449,2019,10,13041,"3,506.00",331,3
3450,2019,11,12180,"15,933.97","2,674",3
3451,2019,10,14301,"3,401.71",558,3
3452,2019,11,13114,142.903,236,3
3453,2019,10,13205,"3,015.84",379,3
3454,2019,12,12066,81.644,90,3
3455,2019,12,12031,6.483,16,3
3456,2019,12,12804,"15,001.51","1,496",3
3457,2019,11,13428,453.294,103,3
3458,2019,10,13659,15.225,24,3
3459,2019,10,14126,85.043,69,3
3460,2019,11,12056,332.672,165,3
3461,2019,11,12808,15.135,38,3
3462,2019,10,13406,77.893,42,3
3463,2019,12,12583,16.467,30,3
3464,2019,11,12853,337.477,118,3
3465,2019,11,13407,55.058,104,3
3466,2019,11,12816,613.632,218,3
3467,2019,11,13607,"1,256.07",437,3
3468,2019,10,13695,8.612,14,3
3469,2019,11,13159,"1,074.24",250,3
3470,2019,10,13502,"17,187.93","1,618",3
3471,2019,10,14737,653.703,225,3
3472,2019,10,14738,546.83,185,3
3473,2019,10,14470,525.1,195,3
3474,2019,10,14040,197.261,95,3
3475,2019,11,14781,325.572,115,3
3476,2019,10,14560,9.102,24,3
3477,2019,10,13625,171.15,89,3
3478,2019,11,13365,"2,985.08",399,3
3479,2019,11,12841,10.447,31,3
3480,2019,12,12008,24.725,17,3
3481,2019,11,13637,850.117,191,3
3482,2019,11,14712,356.159,255,3
3483,2019,11,14075,783.488,240,3
3484,2019,10,13132,64.085,78,3
3485,2019,10,12957,72.796,57,3
3486,2019,11,12927,33.148,42,3
3487,2019,12,12211,"6,278.44",316,3
3488,2019,10,13029,796.038,300,3
3489,2019,11,14001,"2,765.35",274,3
3490,2019,12,12078,"4,353.51",867,3
3491,2019,11,13329,772.548,118,3
3492,2019,12,12824,85.855,105,3
3493,2019,11,12130,33.555,40,3
3494,2019,10,13338,122.999,88,3
3495,2019,10,13212,"7,235.62",955,3
3496,2019,11,12203,"9,689.53","1,401",3
3497,2019,12,12033,"1,544.69",489,3
3498,2019,11,12182,"1,575.05",435,3
3499,2019,10,13036,"1,370.35",419,3
3500,2019,10,13637,932.511,226,3
3501,2019,11,12063,2.711,11,3
3502,2019,11,13215,971.975,346,3
3503,2019,10,13301,34.617,15,3
3504,2019,10,12983,"2,696.62",665,3
3505,2019,11,14081,154.328,60,3
3506,2019,11,13076,92.473,73,3
3507,2019,10,14472,"2,041.33",293,3
3508,2019,10,13324,27.694,59,3
3509,2019,10,13141,511.633,60,3
3510,2019,10,13114,"1,630.82",300,3
3511,2019,10,12976,1.78,13,3
3512,2019,11,13103,2.617,7,3
3513,2019,10,13131,755.05,184,3
3514,2019,10,14028,707.522,79,3
3515,2019,10,12913,108.272,51,3
3516,2019,12,12117,290.37,153,3
3517,2019,11,13690,165.876,44,3
3518,2019,11,13126,"10,201.93","1,361",3
3519,2019,11,13057,"18,698.27","1,278",3
3520,2019,11,14227,"1,750.40",52,3
3521,2019,10,14075,"3,683.73",420,3
3522,2019,11,14098,970.25,120,3
3523,2019,11,12208,"11,846.93",858,3
3524,2019,11,12843,5.462,21,3
3525,2019,12,12842,325.24,131,3
3526,2019,10,14098,990.629,127,3
3527,2019,12,12811,3.838,6,3
3528,2019,12,12139,20.671,37,3
3529,2019,11,13643,51.388,28,3
3530,2019,11,13440,"13,113.18","1,798",3
3531,2019,10,14221,"22,498.27","2,440",3
3532,2019,11,14485,450.988,195,3
3533,2019,12,12304,"5,163.38",851,3
3534,2019,11,14143,216.239,57,3
3535,2019,11,12833,188.31,162,3
3536,2019,11,13676,"8,645.16",722,3
3537,2019,10,13111,5.282,8,3
3538,2019,10,14136,62.516,47,3
3539,2019,10,13350,"3,997.22",527,3
3540,2019,10,13456,255.218,128,3
3541,2019,10,14728,72.228,88,3
3542,2019,12,12187,4.718,9,3
3543,2019,11,12110,"10,902.29","1,335",3
3544,2019,12,12831,"3,289.98",643,3
3545,2019,11,13142,"1,529.80",428,3
3546,2019,11,12086,89.966,47,3
3547,2019,11,13666,20.313,13,3
3548,2019,11,14770,611.775,141,3
3549,2019,12,12148,299.022,134,3
3550,2019,12,12062,39.416,41,3
3551,2019,12,12850,105.107,84,3
3552,2019,11,13350,"2,645.25",510,3
3553,2019,10,14212,"1,273.44",313,3
3554,2019,10,13437,63.103,45,3
3555,2019,10,13123,58.41,39,3
3556,2019,11,12976,2.887,13,3
3557,2019,10,12989,14.527,48,3
3558,2019,10,14476,170.639,88,3
3559,2019,12,12154,406.046,137,3
3560,2019,11,14543,630.448,142,3
3561,2019,10,13471,171.048,101,3
3562,2019,11,12957,70.078,57,3
3563,2019,11,12089,118.456,39,3
3564,2019,12,12121,71.93,50,3
3565,2019,12,12817,621.177,209,3
3566,2019,11,14206,"6,739.36",602,3
3567,2019,11,13695,9.343,13,3
3568,2019,12,12157,732.365,234,3
3569,2019,10,13078,"1,778.86",294,3
3570,2019,11,12198,19.748,31,3
3571,2019,11,13682,29.056,35,3
3572,2019,12,12846,483.492,161,3
3573,2019,10,14305,"8,145.22",641,3
3574,2019,11,12886,19.632,22,3
3575,2019,10,14895,976.095,313,3
3576,2019,11,13675,2.611,13,3
3577,2019,11,14202,"21,476.08","1,390",3
3578,2019,12,12036,6.259,13,3
3579,2019,11,12117,253.673,181,3
3580,2019,11,14737,571.405,221,3
3581,2019,11,14454,"1,474.01",205,3
3582,2019,10,12986,9.429,26,3
3583,2019,11,13063,188.555,75,3
3584,2019,10,14743,215.571,107,3
3585,2019,11,14172,464.61,167,3
3586,2019,11,13437,20.82,33,3
3587,2019,12,12056,359.027,165,3
3588,2019,10,14782,174.773,95,3
3589,2019,10,13607,"1,339.36",446,3
3590,2019,11,13042,63.449,85,3
3591,2019,10,13469,49.196,69,3
3592,2019,10,13303,6.262,24,3
3593,2019,10,12928,234.305,126,3
3594,2019,10,13501,"11,666.06","1,330",3
3595,2019,11,14757,128.97,214,3
3596,2019,11,13406,56.877,42,3
3597,2019,11,12308,"4,285.31",367,3
3598,2019,10,13635,43.78,51,3
3599,2019,10,14510,38.394,19,3
3600,2019,11,12137,60.628,76,3
3601,2019,11,12850,78.989,73,3
3602,2019,11,13404,10.919,9,3
3603,2019,12,12046,16.256,12,3
3604,2019,12,12174,22.872,23,3
3605,2019,11,14060,13.256,19,3
3606,2019,12,12306,"6,830.99","1,026",3
3607,2019,10,13685,411.97,163,3
3608,2019,11,12809,175.601,92,3
3609,2019,11,14480,425.054,122,3
3610,2019,11,12210,"3,924.02",787,3
3611,2019,11,14072,"6,781.91",491,3
3612,2019,10,14201,"3,163.53",607,3
3613,2019,11,13301,12.137,9,3
3614,2019,10,14108,681.935,194,3
3615,2019,10,14174,672.937,217,3
3616,2019,11,13685,416.366,163,3
3617,2019,12,12844,46.785,32,3
3618,2019,11,12874,17.02,39,3
3619,2019,10,13494,34.802,34,3
3620,2019,12,12827,179.455,188,3
3621,2019,11,14085,248.754,104,3
3622,2019,11,12855,46.148,14,3
3623,2019,11,13636,24.32,21,3
3624,2019,10,14468,37.762,63,3
3625,2019,11,12851,17.792,32,3
3626,2019,11,12186,"1,240.16",303,3
3627,2019,11,12035,55.763,49,3
3628,2019,11,13616,199.447,52,3
3629,2019,10,13211,"4,278.63",363,3
3630,2019,11,14569,17.51,45,3
3631,2019,11,12047,"5,065.18",756,3
3632,2019,11,12860,49.92,63,3
3633,2019,12,12801,"9,172.16",840,3
3634,2019,12,12194,9.243,15,3
3635,2019,10,14482,"2,632.55",451,3
3636,2019,10,14202,"20,844.42","1,428",3
3637,2019,11,13205,"1,993.46",327,3
3638,2019,12,12140,161.885,54,3
3639,2019,10,14806,51.153,63,3
3640,2019,10,13450,0.691,6,3
3641,2019,10,14227,"1,887.35",52,3
3642,2019,10,14760,"10,159.71","1,130",3
3643,2019,10,14006,"2,187.25",379,3
3644,2019,12,12106,411.309,149,3
3645,2019,10,14225,"7,057.09",457,3
3646,2019,11,13212,"7,193.99",939,3
3647,2019,11,12121,59.257,49,3
3648,2019,10,13431,387.153,93,3
3649,2019,10,13032,"3,540.85",616,3
3650,2019,11,14174,521.648,191,3
3651,2019,11,13144,6.888,32,3
3652,2019,11,13634,288.309,142,3
3653,2019,12,12023,183.02,54,3
3654,2019,10,14722,268.281,177,3
3655,2019,10,14065,11.654,23,3
3656,2019,11,12204,"5,010.12",564,3
3657,2019,10,13339,468.909,296,3
3658,2019,11,13501,"6,842.28",838,3
3659,2019,11,14136,77.112,44,3
3660,2019,10,13087,29.824,20,3
3661,2019,10,13638,18.105,23,3
3662,2019,10,13037,"1,914.94",375,3
3663,2019,11,14736,69.214,61,3
3664,2019,11,13090,"5,983.84",854,3
3665,2019,11,14775,250.645,148,3
3666,2019,10,12974,420.168,108,3
3667,2019,11,12913,29.765,34,3
3668,2019,11,14228,"7,250.68",456,3
3669,2019,10,13409,194.581,78,3
3670,2019,11,12140,150.779,55,3
3671,2019,11,14760,"9,536.13","1,025",3
3672,2019,11,12062,24.398,41,3
3673,2019,10,13354,496.04,104,3
3674,2019,12,12208,"12,923.98",854,3
3675,2019,11,13420,595.794,242,3
3676,2019,10,14091,35.956,48,3
3677,2019,11,14755,7.347,25,3
3678,2019,10,13694,99.805,79,3
3679,2019,10,14423,903.226,265,3
3680,2019,11,14743,240.344,105,3
3681,2019,10,14218,"5,659.36",666,3
3682,2019,10,13204,"9,864.50","1,093",3
3683,2019,12,12839,"2,372.04",536,3
3684,2019,11,13678,2.597,11,3
3685,2019,11,12839,"1,718.27",386,3
3686,2019,10,13152,"1,396.87",209,3
3687,2019,11,13088,"10,703.25","1,065",3
3688,2019,11,13424,"2,016.61",146,3
3689,2019,10,13116,340.909,71,3
3690,2019,11,14226,"7,477.95","1,101",3
3691,2019,12,12025,473.471,244,3
3692,2019,10,14092,"2,106.41",460,3
3693,2019,11,13327,170.201,113,3
3694,2019,11,13454,27.113,36,3
3695,2019,11,13054,50.596,48,3
3696,2019,11,12032,82.196,94,3
3697,2019,12,12047,"3,009.78",872,3
3698,2019,10,13495,"1,074.35",189,3
3699,2019,10,14733,19.673,36,3
3700,2019,12,12513,111.734,94,3
3701,2019,10,13054,38.413,50,3
3702,2019,10,13066,"2,447.59",543,3
3703,2019,10,13655,287.921,46,3
3704,2019,12,12198,24.353,31,3
3705,2019,11,13471,181.664,101,3
3706,2019,10,13090,"5,887.85",857,3
3707,2019,11,14063,"1,775.74",617,3
3708,2019,11,12053,200.529,149,3
3709,2019,11,12885,956.702,354,3
3710,2019,10,14569,13.69,43,3
3711,2019,11,13317,792.742,196,3
3712,2019,11,14213,"3,208.74",690,3
3713,2019,10,13039,"5,515.17",655,3
3714,2019,10,13472,74.174,37,3
3715,2019,11,14623,9.062,36,3
3716,2019,10,14228,"15,105.64","1,290",3
3717,2019,12,12521,14.575,21,3
3718,2019,12,12134,357.895,114,3
3719,2019,11,12887,"1,070.78",261,3
3720,2019,11,14435,73.044,122,3
3721,2019,10,13616,173.439,53,3
3722,2019,10,14131,542.585,196,3
3723,2019,10,13681,16.877,22,3
3724,2019,11,14486,15.996,13,3
3725,2019,10,13628,12.771,11,3
3726,2019,12,12155,57.231,51,3
3727,2019,11,12859,31.411,57,3
3728,2019,11,12061,"2,808.87",504,3
3729,2019,11,14047,721.67,231,3
3730,2019,11,13626,261.18,93,3
3731,2019,11,14571,74.147,105,3
3732,2019,11,12945,49.143,53,3
3733,2019,10,14740,198.031,50,3
3734,2019,12,12303,"3,362.82",806,3
3735,2019,11,12834,"3,504.69",386,3
3736,2019,11,12078,"4,262.80",992,3
3737,2019,12,12186,"1,285.80",259,3
3738,2019,10,13684,46.316,49,3
3739,2019,11,13039,"5,177.98",640,3
3740,2019,12,12032,94.533,93,3
3741,2019,10,14209,"2,588.95",407,3
3742,2019,10,13470,13.193,32,3
3743,2019,11,13206,"5,208.66",927,3
3744,2019,11,14728,54.727,88,3
3745,2019,11,12305,"5,876.65",868,3
3746,2019,10,14020,"16,505.32","1,421",3
3747,2019,12,12094,98.608,94,3
3748,2019,10,13433,158.971,67,3
3749,2019,11,14560,12.569,24,3
3750,2019,10,12914,75.692,42,3
3751,2019,11,14733,24.402,36,3
3752,2019,12,12010,"9,168.02","1,249",3
3753,2019,10,13290,"1,737.83",55,3
3754,2019,11,12197,12.919,37,3
3755,2019,11,13120,315.776,45,3
3756,2019,10,14525,492.129,153,3
3757,2019,9,12205,"19,798.92","2,136",3
3758,2019,10,12173,34.292,77,3
3759,2019,10,12866,"25,030.62","2,531",3
3760,2019,8,13495,"1,423.93",190,3
3761,2019,8,14218,"6,893.49",667,3
3762,2019,8,14546,"1,684.68",183,3
3763,2019,8,14202,"22,902.03","1,423",3
3764,2019,8,13625,170.995,59,3
3765,2019,9,13069,"17,149.91","1,113",3
3766,2019,9,13433,101.753,66,3
3767,2019,8,13636,20.138,21,3
3768,2019,8,14712,466.068,259,3
3769,2019,10,12831,"3,464.64",648,3
3770,2019,9,14132,"4,093.42",328,3
3771,2019,9,12835,145.986,165,3
3772,2019,10,12046,22.611,14,3
3773,2019,9,14760,"10,169.66","1,080",3
3774,2019,10,12019,351.659,275,3
3775,2019,9,12033,"1,349.64",490,3
3776,2019,10,12144,"15,331.19",943,3
3777,2019,10,12194,8.057,15,3
3778,2019,9,14701,825.072,378,3
3779,2019,8,13051,6.39,8,3
3780,2019,8,13437,49.532,45,3
3781,2019,8,13324,33.592,58,3
3782,2019,8,12930,21.794,25,3
3783,2019,9,13224,"2,270.73",310,3
3784,2019,9,14748,1.746,11,3
3785,2019,10,12066,68.618,90,3
3786,2019,8,14072,"10,355.96",733,3
3787,2019,9,13416,219.839,107,3
3788,2019,9,14111,497.485,193,3
3789,2019,8,14006,"2,198.53",382,3
3790,2019,8,13690,172.224,48,3
3791,2019,8,13329,763.615,125,3
3792,2019,8,14111,515.454,192,3
3793,2019,9,13122,51.738,31,3
3794,2019,8,13672,91.708,44,3
3795,2019,9,13057,"23,768.49","1,282",3
3796,2019,8,14722,715.764,178,3
3797,2019,9,13090,"6,222.80",858,3
3798,2019,8,13692,40.128,56,3
3799,2019,9,14226,"10,649.22","1,245",3
3800,2019,9,14781,345.013,124,3
3801,2019,9,14782,184.462,96,3
3802,2019,9,13501,"10,490.90","1,326",3
3803,2019,8,14174,683.994,216,3
3804,2019,10,12110,"16,527.23","1,774",3
3805,2019,8,14752,28.72,22,3
3806,2019,8,13648,385.199,123,3
3807,2019,10,12185,29.178,55,3
3808,2019,9,13680,25.551,35,3
3809,2019,10,12059,73.029,66,3
3810,2019,10,12117,264.025,183,3
3811,2019,8,14416,302.04,103,3
3812,2019,8,13494,57.802,34,3
3813,2019,8,13623,11.064,15,3
3814,2019,8,13224,"2,661.91",309,3
3815,2019,9,13111,6.088,8,3
3816,2019,10,12031,9.131,16,3
3817,2019,8,13424,"2,615.03",147,3
3818,2019,8,14150,"46,122.53","1,993",3
3819,2019,9,13601,"16,650.11","2,309",3
3820,2019,8,14225,"7,985.79",456,3
3821,2019,9,12993,220.09,148,3
3822,2019,9,12874,27.91,39,3
3823,2019,9,12009,"1,213.27",344,3
3824,2019,8,13206,"6,208.03",941,3
3825,2019,8,13141,339.207,60,3
3826,2019,9,14001,"3,316.71",274,3
3827,2019,9,13320,196.685,108,3
3828,2019,9,13472,86.732,37,3
3829,2019,9,12306,"6,664.05","1,034",3
3830,2019,9,13495,"1,145.39",189,3
3831,2019,10,12151,35.597,32,3
3832,2019,8,12983,"2,499.40",664,3
3833,2019,10,12078,"4,185.44","1,001",3
3834,2019,8,13679,104.71,100,3
3835,2019,10,12850,91.325,91,3
3836,2019,9,13132,85.585,79,3
3837,2019,8,13031,"4,939.10",629,3
3838,2019,10,12043,"3,138.51",513,3
3839,2019,8,14091,33.081,49,3
3840,2019,9,12824,274.237,112,3
3841,2019,8,13076,144.641,72,3
3842,2019,9,12208,"14,782.07",857,3
3843,2019,9,12134,339.888,281,3
3844,2019,8,14731,"1,486.99",293,3
3845,2019,8,14469,26.01,59,3
3846,2019,10,12106,378.093,149,3
3847,2019,9,13353,7.607,16,3
3848,2019,9,14020,"17,119.68","1,417",3
3849,2019,9,12072,778.632,173,3
3850,2019,9,13031,"4,334.65",630,3
3851,2019,9,12198,19.929,31,3
3852,2019,8,14068,"5,445.79",262,3
3853,2019,9,13410,140.528,44,3
3854,2019,8,14028,469.164,79,3
3855,2019,9,13690,154.401,48,3
3856,2019,9,13167,95.061,100,3
3857,2019,10,12172,27.662,28,3
3858,2019,9,14202,"21,645.64","1,427",3
3859,2019,8,13669,"6,201.14",631,3
3860,2019,8,13118,23.935,43,3
3861,2019,9,12062,27.122,41,3
3862,2019,8,14040,378.205,95,3
3863,2019,8,14048,"19,538.80",859,3
3864,2019,8,13633,2.804,9,3
3865,2019,9,13290,"1,933.06",55,3
3866,2019,9,14470,280.136,194,3
3867,2019,9,13035,"2,348.12",351,3
3868,2019,9,14623,8.28,36,3
3869,2019,8,13215,"3,103.34",339,3
3870,2019,8,13152,"1,573.79",207,3
3871,2019,9,14213,"3,787.19",683,3
3872,2019,8,14510,54.664,19,3
3873,2019,9,14411,"4,542.09",708,3
3874,2019,9,12302,"6,737.98","1,115",3
3875,2019,9,12930,18.643,25,3
3876,2019,9,12137,60.018,78,3
3877,2019,9,12811,3.387,6,3
3878,2019,8,13357,21.345,43,3
3879,2019,8,14485,471.765,197,3
3880,2019,9,13437,46.356,45,3
3881,2019,10,12010,"10,095.74","1,408",3
3882,2019,9,13084,"1,095.83",190,3
3883,2019,9,14206,"7,504.74",599,3
3884,2019,9,13357,13.43,21,3
3885,2019,8,13616,177.416,53,3
3886,2019,9,14108,741.503,194,3
3887,2019,9,14057,636.397,305,3
3888,2019,9,13215,"2,854.14",317,3
3889,2019,8,13041,"4,118.33",330,3
3890,2019,9,12151,37.423,32,3
3891,2019,9,13120,356.625,87,3
3892,2019,9,12053,194.836,152,3
3893,2019,10,12072,736.834,173,3
3894,2019,9,13637,917.012,228,3
3895,2019,8,13208,"5,771.08",855,3
3896,2019,9,13042,82.551,86,3
3897,2019,9,14035,2.7,7,3
3898,2019,9,13141,343.672,59,3
3899,2019,9,12836,101.752,107,3
3900,2019,10,12871,497.784,218,3
3901,2019,8,14880,156.265,71,3
3902,2019,9,13693,41.615,75,3
3903,2019,8,13135,998.317,317,3
3904,2019,10,12827,348.232,223,3
3905,2019,9,13471,172.929,101,3
3906,2019,9,12870,435.206,173,3
3907,2019,9,13116,365.645,71,3
3908,2019,9,12822,782.403,241,3
3909,2019,10,12140,149.973,54,3
3910,2019,8,13607,"1,900.18",446,3
3911,2019,10,12186,"1,450.09",309,3
3912,2019,8,14747,193.091,67,3
3913,2019,10,12811,2.791,6,3
3914,2019,8,14701,955.36,378,3
3915,2019,9,14468,36.527,63,3
3916,2019,9,14546,"1,578.06",184,3
3917,2019,8,12928,164.438,125,3
3918,2019,9,13424,"2,201.06",147,3
3919,2019,9,13691,128.073,76,3
3920,2019,9,12186,"1,350.53",310,3
3921,2019,10,12851,19.461,32,3
3922,2019,10,12164,215.008,109,3
3923,2019,8,13039,"6,872.99",655,3
3924,2019,9,14525,628.525,153,3
3925,2019,8,13312,20.473,26,3
3926,2019,9,13339,564.339,295,3
3927,2019,8,14560,10.213,24,3
3928,2019,9,12513,118.712,96,3
3929,2019,10,12304,"5,744.52",857,3
3930,2019,10,12035,53.578,49,3
3931,2019,8,13469,53.955,69,3
3932,2019,9,14216,"3,561.35",847,3
3933,2019,9,12583,14.499,30,3
3934,2019,10,12502,8.386,19,3
3935,2019,9,14747,173.465,67,3
3936,2019,9,13308,253.627,108,3
3937,2019,10,12121,51.582,49,3
3938,2019,8,14411,"4,719.91",707,3
3939,2019,9,12056,339.926,165,3
3940,2019,10,12206,"8,025.98","1,056",3
3941,2019,9,12843,7.538,21,3
3942,2019,8,14477,95.44,76,3
3943,2019,8,14470,349.915,195,3
3944,2019,9,13452,756.246,193,3
3945,2019,9,14092,"2,481.71",457,3
3946,2019,9,12008,15.127,17,3
3947,2019,8,13321,68.411,55,3
3948,2019,9,12117,297.603,183,3
3949,2019,9,12844,51.774,32,3
3950,2019,8,14132,"4,611.29",329,3
3951,2019,10,12858,11.488,26,3
3952,2019,9,13312,17.424,26,3
3953,2019,8,14223,"2,074.51",471,3
3954,2019,9,14048,"18,474.21",858,3
3955,2019,9,12047,"5,596.94",876,3
3956,2019,10,12839,"2,619.76",535,3
3957,2019,9,13135,"1,020.48",317,3
3958,2019,10,12530,4.986,13,3
3959,2019,9,12194,8.667,15,3
3960,2019,8,13203,"4,806.27",527,3
3961,2019,8,13103,2.642,7,3
3962,2019,9,12983,"2,370.63",663,3
3963,2019,9,13450,0.468,6,3
3964,2019,9,13210,"28,151.39","1,310",3
3965,2019,9,13641,33.918,31,3
3966,2019,9,13659,14.693,24,3
3967,2019,8,14211,"4,560.15",526,3
3968,2019,9,13669,"5,456.95",632,3
3969,2019,8,12986,5.973,26,3
3970,2019,9,14736,139.986,64,3
3971,2019,10,12057,169.508,53,3
3972,2019,9,14150,"38,868.40","1,996",3
3973,2019,8,13301,30.289,15,3
3974,2019,8,13417,"1,020.68",202,3
3975,2019,9,13431,336.239,94,3
3976,2019,9,13036,"1,503.65",421,3
3977,2019,8,13120,297.504,84,3
3978,2019,10,12131,43.321,28,3
3979,2019,9,12182,"1,791.85",437,3
3980,2019,8,13406,95.887,43,3
3981,2019,9,14783,108.694,45,3
3982,2019,9,14068,"5,210.09",262,3
3983,2019,9,14131,481.147,197,3
3984,2019,8,13350,"3,869.65",525,3
3985,2019,9,14738,591.37,186,3
3986,2019,9,13634,266.879,150,3
3987,2019,9,12028,10.265,34,3
3988,2019,8,13167,113.575,100,3
3989,2019,10,12817,635.506,211,3
3990,2019,8,13643,68.506,29,3
3991,2019,8,14760,"11,572.21","1,131",3
3992,2019,9,12094,107.14,95,3
3993,2019,8,13620,53.379,47,3
3994,2019,8,13454,23.583,37,3
3995,2019,8,14075,"2,819.76",419,3
3996,2019,8,13214,"7,182.26",571,3
3997,2019,10,12308,"5,113.67",459,3
3998,2019,8,13123,106.256,39,3
3999,2019,10,12884,14.288,24,3
4000,2019,8,13472,106.084,39,3
4001,2019,10,12846,463.769,169,3
4002,2019,8,14543,712.306,141,3
4003,2019,10,12155,77.913,51,3
4004,2019,9,14472,"2,096.39",293,3
4005,2019,10,12878,46.683,47,3
4006,2019,9,14223,"1,922.03",469,3
4007,2019,9,13676,"9,353.98",767,3
4008,2019,9,14475,6.979,11,3
4009,2019,8,14806,59.179,64,3
4010,2019,8,13433,106.705,67,3
4011,2019,10,12108,57.46,54,3
4012,2019,10,12307,689.433,247,3
4013,2019,8,14756,22.071,11,3
4014,2019,8,14738,662.775,176,3
4015,2019,9,14756,21.699,11,3
4016,2019,9,14091,30.946,48,3
4017,2019,9,12303,"3,765.41",817,3
4018,2019,9,13104,"2,486.89",479,3
4019,2019,9,12816,570.906,220,3
4020,2019,9,13039,"5,847.49",656,3
4021,2019,9,13131,546.652,184,3
4022,2019,9,13159,"1,061.22",213,3
4023,2019,9,12164,297.303,109,3
4024,2019,8,13111,7.439,8,3
4025,2019,9,14174,727.826,217,3
4026,2019,8,13678,2.271,11,3
4027,2019,8,13020,22.023,11,3
4028,2019,8,14120,"10,864.79","1,675",3
4029,2019,10,12204,"7,049.08",662,3
4030,2019,9,13350,"3,590.69",527,3
4031,2019,10,12028,8.268,35,3
4032,2019,8,14228,"14,206.39","1,283",3
4033,2019,10,12064,32.159,23,3
4034,2019,8,13044,291.622,102,3
4035,2019,10,12182,"1,614.00",435,3
4036,2019,9,12089,113.94,40,3
4037,2019,8,12993,286.407,150,3
4038,2019,9,12173,30.599,78,3
4039,2019,10,12886,22.625,23,3
4040,2019,9,12858,10.559,26,3
4041,2019,9,12064,18.622,23,3
4042,2019,9,13152,"1,470.89",208,3
4043,2019,9,12159,"1,219.11",241,3
4044,2019,8,14203,"36,206.86",569,3
4045,2019,9,13409,190.318,81,3
4046,2019,9,14207,"28,872.09",888,3
4047,2019,8,13680,28.755,35,3
4048,2019,8,13655,360.912,46,3
4049,2019,9,13640,91.115,65,3
4050,2019,8,13685,605.093,163,3
4051,2019,9,12090,"1,548.48",304,3
4052,2019,8,13327,183.253,114,3
4053,2019,9,12018,125.848,79,3
4054,2019,9,12155,44.333,50,3
4055,2019,8,13403,"4,800.37",301,3
4056,2019,8,13303,8.875,25,3
4057,2019,10,12835,109.035,164,3
4058,2019,9,13638,20.022,23,3
4059,2019,9,13214,"6,242.01",567,3
4060,2019,10,12808,14.178,38,3
4061,2019,9,13078,"1,864.38",293,3
4062,2019,8,14214,"10,982.84",567,3
4063,2019,9,12202,"5,991.17",553,3
4064,2019,10,12085,"1,338.19",108,3
4065,2019,9,13617,"7,370.52",535,3
4066,2019,8,13626,297.489,94,3
4067,2019,9,13679,84.74,100,3
4068,2019,9,12148,306.207,136,3
4069,2019,10,12198,20.546,31,3
4070,2019,8,13088,"12,901.05","1,074",3
4071,2019,9,13206,"5,330.78",940,3
4072,2019,8,13601,"18,578.80","2,305",3
4073,2019,8,13416,222.35,107,3
4074,2019,10,12209,"1,483.53",289,3
4075,2019,9,13666,14.077,14,3
4076,2019,8,13157,395.103,116,3
4077,2019,8,14420,"8,358.90",864,3
4078,2019,9,12065,"5,922.82","1,227",3
4079,2019,9,13074,461.296,165,3
4080,2019,8,13042,105.508,87,3
4081,2019,8,13477,57.758,27,3
4082,2019,10,12025,474.892,262,3
4083,2019,8,14623,8.457,36,3
4084,2019,9,13044,273.671,102,3
